order_id,date,time
933,1/16/2015,15:49:05
934,1/16/2015,15:55:24
935,1/16/2015,16:14:59
936,1/16/2015,16:19:19
937,1/16/2015,16:20:32
938,1/16/2015,16:43:09
939,1/16/2015,16:59:23
940,1/16/2015,17:05:08
941,1/16/2015,17:09:08
942,1/16/2015,17:18:37
943,1/16/2015,17:22:00
944,1/16/2015,17:54:33
945,1/16/2015,17:58:38
946,1/16/2015,18:00:48
947,1/16/2015,18:13:15
948,1/16/2015,18:42:17
949,1/16/2015,18:52:18
950,1/16/2015,18:57:56
951,1/16/2015,19:03:46
952,1/16/2015,19:05:35
953,1/16/2015,19:12:08
954,1/16/2015,19:14:03
955,1/16/2015,19:24:16
956,1/16/2015,19:24:40
957,1/16/2015,19:32:12
958,1/16/2015,19:33:33
959,1/16/2015,19:34:00
960,1/16/2015,19:35:00
961,1/16/2015,19:42:20
962,1/16/2015,19:55:17
963,1/16/2015,20:06:41
964,1/16/2015,20:24:37
965,1/16/2015,20:41:02
966,1/16/2015,20:59:17
967,1/16/2015,21:03:33
968,1/16/2015,21:23:01
969,1/16/2015,21:36:19
970,1/16/2015,21:44:35
971,1/16/2015,21:46:20
972,1/16/2015,22:03:09
973,1/16/2015,22:06:08
974,1/16/2015,22:06:53
975,1/16/2015,22:10:21
976,1/17/2015,11:53:19
977,1/17/2015,12:01:58
978,1/17/2015,12:24:36
979,1/17/2015,12:57:28
980,1/17/2015,12:58:36
981,1/17/2015,13:56:46
982,1/17/2015,14:12:58
983,1/17/2015,14:29:31
984,1/17/2015,14:33:55
985,1/17/2015,14:34:50
986,1/17/2015,14:35:25
987,1/17/2015,14:41:14
988,1/17/2015,14:44:56
989,1/17/2015,15:08:38
990,1/17/2015,15:30:10
991,1/17/2015,15:43:27
992,1/17/2015,15:49:31
993,1/17/2015,16:16:59
994,1/17/2015,16:19:42
995,1/17/2015,16:57:30
996,1/17/2015,17:11:07
997,1/17/2015,17:16:26
998,1/17/2015,17:19:16
999,1/17/2015,17:21:24
1000,1/17/2015,17:24:24
1001,1/17/2015,17:28:05
1002,1/17/2015,17:29:41
1003,1/17/2015,17:31:16
1004,1/17/2015,17:44:05
1005,1/17/2015,17:49:51
1006,1/17/2015,18:28:12
1007,1/17/2015,18:35:22
1008,1/17/2015,18:49:59
1009,1/17/2015,18:58:24
1010,1/17/2015,19:15:11
1011,1/17/2015,19:20:20
1012,1/17/2015,19:25:32
1013,1/17/2015,19:26:40
1014,1/17/2015,19:38:17
1015,1/17/2015,19:42:51
1016,1/17/2015,19:44:36
1017,1/17/2015,20:13:32
1018,1/17/2015,20:38:50
1019,1/17/2015,20:50:54
1020,1/17/2015,21:04:20
1021,1/17/2015,21:11:31
1022,1/17/2015,21:16:01
1023,1/17/2015,21:20:18
1024,1/17/2015,21:21:23
1025,1/17/2015,21:49:00
1026,1/17/2015,21:55:05
1027,1/17/2015,21:57:02
1028,1/17/2015,22:02:45
1029,1/17/2015,22:06:27
1030,1/17/2015,22:13:59
1031,1/18/2015,11:39:03
1032,1/18/2015,11:45:13
1033,1/18/2015,11:54:13
1034,1/18/2015,12:07:59
1035,1/18/2015,12:13:15
1036,1/18/2015,12:49:29
1037,1/18/2015,13:04:54
1038,1/18/2015,13:14:59
1039,1/18/2015,13:33:31
1040,1/18/2015,13:56:05
1041,1/18/2015,13:59:47
1042,1/18/2015,14:06:19
1043,1/18/2015,14:07:36
1044,1/18/2015,14:20:16
1045,1/18/2015,14:22:14
1046,1/18/2015,14:39:33
1047,1/18/2015,14:50:37
1048,1/18/2015,14:53:25
1049,1/18/2015,14:57:48
1050,1/18/2015,15:05:54
1051,1/18/2015,15:08:45
1052,1/18/2015,15:28:12
1053,1/18/2015,15:43:17
1054,1/18/2015,15:56:04
1055,1/18/2015,16:07:14
1056,1/18/2015,16:12:18
1057,1/18/2015,16:18:37
1058,1/18/2015,16:30:09
1059,1/18/2015,16:30:14
1060,1/18/2015,16:39:46
1061,1/18/2015,17:17:02
1062,1/18/2015,17:21:38
1063,1/18/2015,17:28:29
1064,1/18/2015,17:30:00
1065,1/18/2015,17:48:16
1066,1/18/2015,18:10:50
1067,1/18/2015,18:13:43
1068,1/18/2015,18:16:32
1069,1/18/2015,18:19:47
1070,1/18/2015,18:21:27
1071,1/18/2015,18:27:40
1072,1/18/2015,18:32:32
1073,1/18/2015,18:42:02
1074,1/18/2015,19:01:54
1075,1/18/2015,19:15:17
1076,1/18/2015,19:36:15
1077,1/18/2015,20:13:25
1078,1/18/2015,20:20:42
1079,1/18/2015,20:45:11
1080,1/18/2015,21:22:58
1081,1/18/2015,21:27:05
1082,1/19/2015,11:16:43
1083,1/19/2015,11:19:51
1084,1/19/2015,11:27:33
1085,1/19/2015,11:37:05
1086,1/19/2015,11:57:17
1087,1/19/2015,11:57:38
1088,1/19/2015,12:00:52
1089,1/19/2015,12:03:57
1090,1/19/2015,12:14:24
1091,1/19/2015,12:20:28
1092,1/19/2015,12:23:38
1093,1/19/2015,12:33:24
1094,1/19/2015,12:33:50
1095,1/19/2015,12:47:24
1096,1/19/2015,12:56:45
1097,1/19/2015,13:02:07
1098,1/19/2015,13:25:39
1099,1/19/2015,13:33:24
1100,1/19/2015,13:34:27
1101,1/19/2015,13:36:26
1102,1/19/2015,14:03:20
1103,1/19/2015,14:08:12
1104,1/19/2015,14:39:45
1105,1/19/2015,15:13:54
1106,1/19/2015,15:17:39
1107,1/19/2015,15:45:44
1108,1/19/2015,16:18:49
1109,1/19/2015,16:20:22
1110,1/19/2015,16:33:35
1111,1/19/2015,16:35:46
1112,1/19/2015,16:46:00
1113,1/19/2015,17:00:44
1114,1/19/2015,17:00:53
1115,1/19/2015,17:08:55
1116,1/19/2015,17:09:15
1117,1/19/2015,17:13:25
1118,1/19/2015,17:19:49
1119,1/19/2015,17:42:23
1120,1/19/2015,17:46:46
1121,1/19/2015,18:15:08
1122,1/19/2015,18:16:44
1123,1/19/2015,18:21:36
1124,1/19/2015,18:29:26
1125,1/19/2015,18:45:40
1126,1/19/2015,18:48:46
1127,1/19/2015,18:53:52
1128,1/19/2015,18:59:54
1129,1/19/2015,19:00:20
1130,1/19/2015,19:03:05
1131,1/19/2015,19:06:42
1132,1/19/2015,19:51:37
1133,1/19/2015,19:59:17
1134,1/19/2015,20:05:41
1135,1/19/2015,21:15:41
1136,1/19/2015,21:59:06
1137,1/19/2015,22:13:28
1138,1/20/2015,11:21:49
1139,1/20/2015,11:25:59
1140,1/20/2015,11:31:16
1141,1/20/2015,11:35:08
1142,1/20/2015,11:36:48
1143,1/20/2015,11:37:33
1144,1/20/2015,12:02:21
1145,1/20/2015,12:04:15
1146,1/20/2015,12:12:00
1147,1/20/2015,12:12:25
1148,1/20/2015,12:17:42
1149,1/20/2015,12:22:41
1150,1/20/2015,12:39:05
1151,1/20/2015,12:43:36
1152,1/20/2015,12:44:23
1153,1/20/2015,12:56:30
1154,1/20/2015,12:59:38
1155,1/20/2015,13:05:11
1156,1/20/2015,13:14:15
1157,1/20/2015,13:16:58
1158,1/20/2015,13:17:45
1159,1/20/2015,14:06:41
1160,1/20/2015,14:14:54
1161,1/20/2015,14:21:41
1162,1/20/2015,14:40:02
1163,1/20/2015,14:47:28
1164,1/20/2015,15:13:31
1165,1/20/2015,15:15:26
1166,1/20/2015,15:25:08
1167,1/20/2015,15:28:09
1168,1/20/2015,15:58:05
1169,1/20/2015,16:08:25
1170,1/20/2015,16:37:24
1171,1/20/2015,16:41:58
1172,1/20/2015,16:53:23
1173,1/20/2015,16:57:05
1174,1/20/2015,17:02:58
1175,1/20/2015,17:05:14
1176,1/20/2015,17:05:19
1177,1/20/2015,17:27:29
1178,1/20/2015,18:01:13
1179,1/20/2015,18:02:28
1180,1/20/2015,18:12:31
1181,1/20/2015,18:17:53
1182,1/20/2015,18:33:48
1183,1/20/2015,18:51:30
1184,1/20/2015,19:04:35
1185,1/20/2015,19:10:26
1186,1/20/2015,19:19:55
1187,1/20/2015,19:21:40
1188,1/20/2015,19:25:25
1189,1/20/2015,19:40:47
1190,1/20/2015,19:43:15
1191,1/20/2015,19:56:41
1192,1/20/2015,20:15:27
1193,1/20/2015,20:26:22
1194,1/20/2015,20:27:18
1195,1/20/2015,20:39:52
1196,1/20/2015,20:44:41
1197,1/20/2015,20:53:41
1198,1/20/2015,22:02:08
1199,1/20/2015,22:10:20
1200,1/20/2015,22:14:41
1201,1/20/2015,22:40:10
1202,1/21/2015,11:50:26
1203,1/21/2015,11:54:22
1204,1/21/2015,12:23:38
1205,1/21/2015,12:29:13
1206,1/21/2015,12:38:38
1207,1/21/2015,12:52:42
1208,1/21/2015,13:03:21
1209,1/21/2015,13:13:52
1210,1/21/2015,13:20:41
1211,1/21/2015,13:37:51
1212,1/21/2015,13:42:25
1213,1/21/2015,13:58:53
1214,1/21/2015,14:00:05
1215,1/21/2015,14:02:04
1216,1/21/2015,14:08:29
1217,1/21/2015,14:26:35
1218,1/21/2015,14:27:30
1219,1/21/2015,15:13:10
1220,1/21/2015,15:20:03
1221,1/21/2015,15:23:36
1222,1/21/2015,15:32:23
1223,1/21/2015,15:36:37
1224,1/21/2015,15:45:47
1225,1/21/2015,15:59:07
1226,1/21/2015,16:10:57
1227,1/21/2015,16:20:21
1228,1/21/2015,16:26:36
1229,1/21/2015,16:28:19
1230,1/21/2015,16:38:28
1231,1/21/2015,16:45:04
1232,1/21/2015,16:50:36
1233,1/21/2015,17:11:27
1234,1/21/2015,17:36:59
1235,1/21/2015,17:55:58
1236,1/21/2015,17:56:32
1237,1/21/2015,18:10:40
1238,1/21/2015,18:18:51
1239,1/21/2015,18:22:29
1240,1/21/2015,18:40:50
1241,1/21/2015,18:43:02
1242,1/21/2015,18:50:51
1243,1/21/2015,19:02:27
1244,1/21/2015,19:24:32
1245,1/21/2015,19:26:35
1246,1/21/2015,19:36:04
1247,1/21/2015,19:54:37
1248,1/21/2015,20:13:51
1249,1/21/2015,20:40:44
1250,1/21/2015,21:09:08
1251,1/21/2015,21:12:37
1252,1/21/2015,21:32:07
1253,1/22/2015,11:34:52
1254,1/22/2015,11:56:03
1255,1/22/2015,12:05:34
1256,1/22/2015,12:06:15
1257,1/22/2015,12:07:53
1258,1/22/2015,12:18:53
1259,1/22/2015,12:22:47
1260,1/22/2015,12:31:07
1261,1/22/2015,12:32:00
1262,1/22/2015,12:32:33
1263,1/22/2015,12:39:12
1264,1/22/2015,12:58:30
1265,1/22/2015,12:59:26
1266,1/22/2015,12:59:51
1267,1/22/2015,13:01:27
1268,1/22/2015,13:01:39
1269,1/22/2015,13:04:41
1270,1/22/2015,13:12:15
1271,1/22/2015,13:14:17
1272,1/22/2015,13:14:37
1273,1/22/2015,13:21:57
1274,1/22/2015,13:24:14
1275,1/22/2015,13:26:25
1276,1/22/2015,13:46:36
1277,1/22/2015,13:46:44
1278,1/22/2015,14:07:34
1279,1/22/2015,14:16:38
1280,1/22/2015,14:44:54
1281,1/22/2015,15:13:10
1282,1/22/2015,15:16:54
1283,1/22/2015,15:47:42
1284,1/22/2015,15:53:38
1285,1/22/2015,16:18:42
1286,1/22/2015,16:29:13
1287,1/22/2015,16:38:25
1288,1/22/2015,17:10:07
1289,1/22/2015,17:11:54
1290,1/22/2015,17:17:19
1291,1/22/2015,17:20:13
1292,1/22/2015,17:35:48
1293,1/22/2015,17:37:59
1294,1/22/2015,17:43:01
1295,1/22/2015,17:44:59
1296,1/22/2015,17:46:53
1297,1/22/2015,17:51:53
1298,1/22/2015,17:54:25
1299,1/22/2015,17:56:07
1300,1/22/2015,18:28:51
1301,1/22/2015,18:42:08
1302,1/22/2015,18:44:04
1303,1/22/2015,18:53:13
1304,1/22/2015,19:02:50
1305,1/22/2015,19:24:01
1306,1/22/2015,19:35:25
1307,1/22/2015,19:39:20
1308,1/22/2015,19:43:14
1309,1/22/2015,20:04:42
1310,1/22/2015,20:19:33
1311,1/22/2015,20:21:28
1312,1/22/2015,20:23:41
1313,1/22/2015,20:24:29
1314,1/22/2015,20:40:55
1315,1/22/2015,20:46:44
1316,1/22/2015,20:48:12
1317,1/22/2015,21:00:41
1318,1/22/2015,21:36:48
1319,1/22/2015,22:24:05
1320,1/22/2015,23:02:31
1321,1/23/2015,11:17:12
1322,1/23/2015,11:28:28
1323,1/23/2015,11:45:37
1324,1/23/2015,11:46:56
1325,1/23/2015,11:50:45
1326,1/23/2015,12:00:54
1327,1/23/2015,12:01:01
1328,1/23/2015,12:29:42
1329,1/23/2015,12:49:11
1330,1/23/2015,12:54:53
1331,1/23/2015,12:54:56
1332,1/23/2015,12:55:29
1333,1/23/2015,12:57:07
1334,1/23/2015,13:00:58
1335,1/23/2015,13:10:36
1336,1/23/2015,13:14:10
1337,1/23/2015,13:44:49
1338,1/23/2015,13:47:01
1339,1/23/2015,14:10:45
1340,1/23/2015,14:12:26
1341,1/23/2015,14:15:37
1342,1/23/2015,14:17:05
1343,1/23/2015,14:29:11
1344,1/23/2015,14:58:58
1345,1/23/2015,15:01:02
1346,1/23/2015,15:25:17
1347,1/23/2015,15:32:59
1348,1/23/2015,15:50:01
1349,1/23/2015,16:03:08
1350,1/23/2015,16:05:24
1351,1/23/2015,16:06:00
1352,1/23/2015,16:12:21
1353,1/23/2015,16:21:26
1354,1/23/2015,16:22:21
1355,1/23/2015,16:30:25
1356,1/23/2015,17:11:00
1357,1/23/2015,17:17:58
1358,1/23/2015,17:24:07
1359,1/23/2015,17:31:29
1360,1/23/2015,17:33:33
1361,1/23/2015,17:46:31
1362,1/23/2015,17:46:43
1363,1/23/2015,17:46:45
1364,1/23/2015,17:50:42
1365,1/23/2015,17:54:47
1366,1/23/2015,18:07:49
1367,1/23/2015,18:09:22
1368,1/23/2015,18:22:01
1369,1/23/2015,18:31:59
1370,1/23/2015,18:45:57
1371,1/23/2015,18:54:00
1372,1/23/2015,18:57:10
1373,1/23/2015,19:00:30
1374,1/23/2015,19:06:56
1375,1/23/2015,19:12:48
1376,1/23/2015,19:13:06
1377,1/23/2015,19:19:20
1378,1/23/2015,19:23:24
1379,1/23/2015,19:33:07
1380,1/23/2015,19:51:21
1381,1/23/2015,20:08:54
1382,1/23/2015,20:11:35
1383,1/23/2015,20:24:59
1384,1/23/2015,20:31:01
1385,1/23/2015,20:57:30
1386,1/23/2015,21:01:24
1387,1/23/2015,21:11:38
1388,1/23/2015,22:04:12
1389,1/23/2015,22:05:37
1390,1/24/2015,11:38:40
1391,1/24/2015,12:26:08
1392,1/24/2015,12:37:39
1393,1/24/2015,12:43:03
1394,1/24/2015,13:25:55
1395,1/24/2015,13:32:52
1396,1/24/2015,13:34:33
1397,1/24/2015,13:56:25
1398,1/24/2015,14:04:36
1399,1/24/2015,14:07:38
1400,1/24/2015,14:08:26
1401,1/24/2015,14:20:17
1402,1/24/2015,14:23:57
1403,1/24/2015,14:44:46
1404,1/24/2015,14:59:38
1405,1/24/2015,15:00:13
1406,1/24/2015,15:08:57
1407,1/24/2015,15:17:06
1408,1/24/2015,16:05:14
1409,1/24/2015,16:06:10
1410,1/24/2015,16:17:38
1411,1/24/2015,16:36:53
1412,1/24/2015,16:39:31
1413,1/24/2015,16:48:03
1414,1/24/2015,16:49:15
1415,1/24/2015,17:04:22
1416,1/24/2015,17:18:39
1417,1/24/2015,17:31:05
1418,1/24/2015,17:50:34
1419,1/24/2015,18:07:48
1420,1/24/2015,18:10:44
1421,1/24/2015,18:17:01
1422,1/24/2015,18:26:42
1423,1/24/2015,18:32:23
1424,1/24/2015,18:43:24
1425,1/24/2015,18:50:51
1426,1/24/2015,19:06:06
1427,1/24/2015,19:26:06
1428,1/24/2015,19:33:57
1429,1/24/2015,19:36:22
1430,1/24/2015,19:39:56
1431,1/24/2015,19:40:03
1432,1/24/2015,19:41:52
1433,1/24/2015,19:43:23
1434,1/24/2015,19:43:40
1435,1/24/2015,19:44:56
1436,1/24/2015,19:46:06
1437,1/24/2015,19:47:50
1438,1/24/2015,19:54:07
1439,1/24/2015,19:56:32
1440,1/24/2015,19:56:33
1441,1/24/2015,20:13:00
1442,1/24/2015,20:21:20
1443,1/24/2015,20:23:34
1444,1/24/2015,20:29:10
1445,1/24/2015,20:29:40
1446,1/24/2015,20:40:47
1447,1/24/2015,20:41:28
1448,1/24/2015,20:59:29
1449,1/24/2015,21:12:27
1450,1/24/2015,21:23:08
1451,1/24/2015,21:23:59
1452,1/24/2015,22:32:11
1453,1/25/2015,12:24:36
1454,1/25/2015,12:27:51
1455,1/25/2015,13:30:03
1456,1/25/2015,13:35:14
1457,1/25/2015,13:35:53
1458,1/25/2015,13:46:05
1459,1/25/2015,14:01:11
1460,1/25/2015,14:17:13
1461,1/25/2015,14:21:02
1462,1/25/2015,14:32:07
1463,1/25/2015,14:32:44
1464,1/25/2015,14:43:49
1465,1/25/2015,14:45:05
1466,1/25/2015,14:48:05
1467,1/25/2015,14:50:29
1468,1/25/2015,15:05:16
1469,1/25/2015,15:23:21
1470,1/25/2015,15:29:05
1471,1/25/2015,16:07:00
1472,1/25/2015,16:32:36
1473,1/25/2015,16:36:54
1474,1/25/2015,16:52:12
1475,1/25/2015,16:59:21
1476,1/25/2015,17:05:06
1477,1/25/2015,17:08:54
1478,1/25/2015,17:26:23
1479,1/25/2015,17:30:14
1480,1/25/2015,17:48:20
1481,1/25/2015,18:12:26
1482,1/25/2015,18:32:16
1483,1/25/2015,18:39:10
1484,1/25/2015,18:57:43
1485,1/25/2015,19:05:15
1486,1/25/2015,19:09:03
1487,1/25/2015,19:41:47
1488,1/25/2015,19:49:28
1489,1/25/2015,20:01:54
1490,1/25/2015,20:07:13
1491,1/25/2015,20:19:40
1492,1/25/2015,20:46:56
1493,1/25/2015,21:00:40
1494,1/25/2015,21:01:50
1495,1/25/2015,21:17:32
1496,1/25/2015,21:32:38
1497,1/26/2015,11:15:57
1498,1/26/2015,11:25:10
1499,1/26/2015,11:33:33
1500,1/26/2015,11:52:57
1501,1/26/2015,12:03:55
1502,1/26/2015,12:04:48
1503,1/26/2015,12:10:49
1504,1/26/2015,12:44:38
1505,1/26/2015,12:47:34
1506,1/26/2015,12:56:04
1507,1/26/2015,13:02:45
1508,1/26/2015,13:03:59
1509,1/26/2015,13:08:25
1510,1/26/2015,13:15:18
1511,1/26/2015,13:24:17
1512,1/26/2015,13:27:32
1513,1/26/2015,13:46:01
1514,1/26/2015,13:51:21
1515,1/26/2015,13:52:36
1516,1/26/2015,13:54:36
1517,1/26/2015,13:56:01
1518,1/26/2015,14:00:13
1519,1/26/2015,14:21:10
1520,1/26/2015,14:25:20
1521,1/26/2015,14:32:57
1522,1/26/2015,14:35:32
1523,1/26/2015,14:38:13
1524,1/26/2015,14:47:17
1525,1/26/2015,14:47:46
1526,1/26/2015,14:55:06
1527,1/26/2015,15:14:30
1528,1/26/2015,15:24:38
1529,1/26/2015,15:35:32
1530,1/26/2015,15:49:09
1531,1/26/2015,15:58:50
1532,1/26/2015,16:04:46
1533,1/26/2015,16:08:02
1534,1/26/2015,16:21:23
1535,1/26/2015,16:38:21
1536,1/26/2015,16:52:11
1537,1/26/2015,17:04:54
1538,1/26/2015,17:06:36
1539,1/26/2015,18:03:43
1540,1/26/2015,18:08:56
1541,1/26/2015,18:10:06
1542,1/26/2015,18:37:22
1543,1/26/2015,19:21:11
1544,1/26/2015,19:32:50
1545,1/26/2015,19:33:23
1546,1/26/2015,19:42:41
1547,1/26/2015,20:58:38
1548,1/26/2015,20:59:51
1549,1/26/2015,21:12:55
1550,1/26/2015,21:23:19
1551,1/26/2015,21:37:51
1552,1/27/2015,11:23:30
1553,1/27/2015,11:47:40
1554,1/27/2015,11:57:19
1555,1/27/2015,12:07:54
1556,1/27/2015,12:19:15
1557,1/27/2015,12:21:21
1558,1/27/2015,12:27:55
1559,1/27/2015,12:34:12
1560,1/27/2015,12:56:17
1561,1/27/2015,12:56:35
1562,1/27/2015,13:00:08
1563,1/27/2015,13:04:38
1564,1/27/2015,13:05:50
1565,1/27/2015,13:21:20
1566,1/27/2015,13:23:02
1567,1/27/2015,13:31:08
1568,1/27/2015,13:38:46
1569,1/27/2015,13:38:50
1570,1/27/2015,13:49:25
1571,1/27/2015,14:32:25
1572,1/27/2015,14:33:38
1573,1/27/2015,14:39:50
1574,1/27/2015,15:32:22
1575,1/27/2015,15:37:13
1576,1/27/2015,15:44:22
1577,1/27/2015,15:48:27
1578,1/27/2015,16:07:40
1579,1/27/2015,16:19:56
1580,1/27/2015,16:27:31
1581,1/27/2015,16:28:38
1582,1/27/2015,16:34:55
1583,1/27/2015,17:01:03
1584,1/27/2015,17:08:55
1585,1/27/2015,17:14:26
1586,1/27/2015,17:15:31
1587,1/27/2015,17:26:55
1588,1/27/2015,17:29:19
1589,1/27/2015,17:46:02
1590,1/27/2015,17:56:16
1591,1/27/2015,18:00:16
1592,1/27/2015,18:02:51
1593,1/27/2015,18:06:25
1594,1/27/2015,18:16:02
1595,1/27/2015,18:17:38
1596,1/27/2015,18:22:07
1597,1/27/2015,18:22:23
1598,1/27/2015,18:31:26
1599,1/27/2015,18:33:59
1600,1/27/2015,18:37:54
1601,1/27/2015,18:48:01
1602,1/27/2015,18:49:15
1603,1/27/2015,19:16:45
1604,1/27/2015,20:05:01
1605,1/27/2015,20:05:27
1606,1/27/2015,20:07:37
1607,1/27/2015,20:09:27
1608,1/27/2015,20:10:32
1609,1/27/2015,20:17:48
1610,1/27/2015,20:43:11
1611,1/27/2015,21:03:04
1612,1/27/2015,21:03:29
1613,1/27/2015,21:05:59
1614,1/27/2015,22:10:01
1615,1/27/2015,22:11:38
1616,1/27/2015,22:22:25
1617,1/27/2015,22:25:26
1618,1/28/2015,11:28:33
1619,1/28/2015,11:36:34
1620,1/28/2015,11:38:50
1621,1/28/2015,11:43:54
1622,1/28/2015,11:49:42
1623,1/28/2015,11:50:41
1624,1/28/2015,11:55:46
1625,1/28/2015,11:58:42
1626,1/28/2015,12:04:16
1627,1/28/2015,12:09:40
1628,1/28/2015,12:16:39
1629,1/28/2015,12:17:09
1630,1/28/2015,12:19:50
1631,1/28/2015,12:20:11
1632,1/28/2015,12:20:31
1633,1/28/2015,12:45:52
1634,1/28/2015,12:47:43
1635,1/28/2015,13:07:37
1636,1/28/2015,13:07:52
1637,1/28/2015,13:21:08
1638,1/28/2015,13:34:25
1639,1/28/2015,13:37:57
1640,1/28/2015,13:45:42
1641,1/28/2015,14:21:48
1642,1/28/2015,14:26:49
1643,1/28/2015,14:46:45
1644,1/28/2015,15:01:14
1645,1/28/2015,15:16:01
1646,1/28/2015,15:28:30
1647,1/28/2015,15:29:24
1648,1/28/2015,15:43:15
1649,1/28/2015,16:26:11
1650,1/28/2015,16:35:45
1651,1/28/2015,16:40:16
1652,1/28/2015,16:56:19
1653,1/28/2015,17:28:53
1654,1/28/2015,17:31:36
1655,1/28/2015,18:15:14
1656,1/28/2015,18:15:57
1657,1/28/2015,18:24:14
1658,1/28/2015,18:44:20
1659,1/28/2015,18:48:06
1660,1/28/2015,19:00:12
1661,1/28/2015,19:05:34
1662,1/28/2015,19:54:25
1663,1/28/2015,20:46:18
1664,1/28/2015,21:09:10
1665,1/28/2015,21:24:32
1666,1/28/2015,21:28:58
1667,1/28/2015,21:41:42
1668,1/28/2015,22:28:44
1669,1/29/2015,11:43:36
1670,1/29/2015,11:52:11
1671,1/29/2015,11:55:01
1672,1/29/2015,12:14:46
1673,1/29/2015,12:19:02
1674,1/29/2015,12:26:17
1675,1/29/2015,12:26:53
1676,1/29/2015,12:39:31
1677,1/29/2015,12:45:39
1678,1/29/2015,13:06:51
1679,1/29/2015,13:08:52
1680,1/29/2015,13:10:44
1681,1/29/2015,13:23:39
1682,1/29/2015,13:27:10
1683,1/29/2015,13:27:41
1684,1/29/2015,13:33:16
1685,1/29/2015,13:36:52
1686,1/29/2015,13:37:50
1687,1/29/2015,13:39:42
1688,1/29/2015,13:42:20
1689,1/29/2015,13:51:07
1690,1/29/2015,13:55:35
1691,1/29/2015,14:13:32
1692,1/29/2015,14:24:36
1693,1/29/2015,14:28:24
1694,1/29/2015,14:39:52
1695,1/29/2015,15:11:01
1696,1/29/2015,15:26:55
1697,1/29/2015,16:01:52
1698,1/29/2015,16:04:23
1699,1/29/2015,16:05:53
1700,1/29/2015,16:07:41
1701,1/29/2015,16:40:57
1702,1/29/2015,16:48:09
1703,1/29/2015,17:47:55
1704,1/29/2015,18:15:40
1705,1/29/2015,18:38:41
1706,1/29/2015,18:44:29
1707,1/29/2015,18:45:58
1708,1/29/2015,18:53:35
1709,1/29/2015,18:55:40
1710,1/29/2015,18:58:20
1711,1/29/2015,18:59:29
1712,1/29/2015,19:23:49
1713,1/29/2015,19:32:08
1714,1/29/2015,19:34:31
1715,1/29/2015,19:36:45
1716,1/29/2015,20:05:12
1717,1/29/2015,20:15:35
1718,1/29/2015,20:15:51
1719,1/29/2015,20:23:41
1720,1/29/2015,20:37:53
1721,1/29/2015,20:38:52
1722,1/29/2015,20:41:46
1723,1/29/2015,20:50:55
1724,1/29/2015,21:04:42
1725,1/29/2015,21:27:53
1726,1/29/2015,22:44:10
1727,1/30/2015,11:25:25
1728,1/30/2015,11:30:32
1729,1/30/2015,11:37:42
1730,1/30/2015,11:39:14
1731,1/30/2015,12:17:29
1732,1/30/2015,12:20:46
1733,1/30/2015,12:26:56
1734,1/30/2015,12:36:42
1735,1/30/2015,12:59:38
1736,1/30/2015,13:34:18
1737,1/30/2015,13:41:21
1738,1/30/2015,13:46:49
1739,1/30/2015,13:49:56
1740,1/30/2015,14:14:17
1741,1/30/2015,14:19:34
1742,1/30/2015,14:23:30
1743,1/30/2015,14:25:35
1744,1/30/2015,14:26:51
1745,1/30/2015,14:43:16
1746,1/30/2015,15:07:16
1747,1/30/2015,15:17:51
1748,1/30/2015,15:32:57
1749,1/30/2015,16:02:56
1750,1/30/2015,16:12:42
1751,1/30/2015,16:49:58
1752,1/30/2015,16:51:01
1753,1/30/2015,16:53:40
1754,1/30/2015,17:11:32
1755,1/30/2015,17:22:31
1756,1/30/2015,17:30:17
1757,1/30/2015,17:32:30
1758,1/30/2015,17:38:25
1759,1/30/2015,17:49:25
1760,1/30/2015,18:00:46
1761,1/30/2015,18:02:30
1762,1/30/2015,18:14:18
1763,1/30/2015,18:24:28
1764,1/30/2015,18:24:57
1765,1/30/2015,18:32:30
1766,1/30/2015,18:50:13
1767,1/30/2015,19:03:49
1768,1/30/2015,19:28:42
1769,1/30/2015,19:28:51
1770,1/30/2015,19:31:17
1771,1/30/2015,19:46:17
1772,1/30/2015,19:57:11
1773,1/30/2015,20:06:40
1774,1/30/2015,20:07:05
1775,1/30/2015,20:07:17
1776,1/30/2015,20:09:16
1777,1/30/2015,20:11:18
1778,1/30/2015,20:26:02
1779,1/30/2015,20:27:12
1780,1/30/2015,20:54:47
1781,1/30/2015,21:05:03
1782,1/30/2015,21:05:29
1783,1/30/2015,21:05:39
1784,1/30/2015,21:06:05
1785,1/30/2015,21:08:02
1786,1/30/2015,21:20:25
1787,1/30/2015,21:25:54
1788,1/30/2015,21:35:08
1789,1/30/2015,21:49:27
1790,1/30/2015,22:07:03
1791,1/30/2015,22:46:02
1792,1/31/2015,11:31:03
1793,1/31/2015,11:44:04
1794,1/31/2015,11:56:54
1795,1/31/2015,13:21:53
1796,1/31/2015,13:31:47
1797,1/31/2015,13:40:00
1798,1/31/2015,14:03:30
1799,1/31/2015,14:07:32
1800,1/31/2015,14:17:39
1801,1/31/2015,14:37:52
1802,1/31/2015,14:55:20
1803,1/31/2015,15:12:38
1804,1/31/2015,15:44:13
1805,1/31/2015,16:01:42
1806,1/31/2015,16:02:17
1807,1/31/2015,16:07:02
1808,1/31/2015,16:07:49
1809,1/31/2015,16:13:08
1810,1/31/2015,16:16:19
